city;state
Santa Croya de Tera;Zamora
Santa Cruz de Bezana;Cantabria
Santa Cruz de Boedo;Palencia
Santa Cruz de Grío;Zaragoza
Santa Cruz de la Palma;Sta. Cruz de Tenerife
Santa Cruz de la Salceda;Burgos
Santa Cruz de la Serós;Huesca
Santa Cruz de la Sierra;Cáceres
Santa Cruz de la Zarza;Toledo
Santa Cruz de los Cáñamos;Ciudad Real
Santa Cruz de Marchena;Almería
Santa Cruz de Moncayo;Zaragoza
Santa Cruz de Moya;Cuenca
Santa Cruz de Mudela;Ciudad Real
Santa Cruz de Nogueras;Teruel
Santa Cruz de Paniagua;Cáceres
Santa Cruz de Pinares;Ávila
Sta. Cruz de Tenerife;Sta. Cruz de Tenerife
Santa Cruz de Yanguas;Soria
Santa Cruz del Comercio;Granada
Santa Cruz del Retamar;Toledo
Santa Cruz del Valle;Ávila
Santa Cruz del Valle Urbión;Burgos
Santa Elena;Jaén
Santa Elena de Jamuz;León
Santa Engracia del Jubera;La Rioja
Santa Eufemia;Córdoba
Santa Eufemia del Arroyo;Valladolid
Santa Eufemia del Barco;Zamora
Santa Eugènia;Islas Baleares
Santa Eugènia de Berga;Barcelona
Santa Eulalia;Teruel
Santa Eulalia Bajera;La Rioja
Santa Eulalia de Gállego;Zaragoza
Santa Eulalia de Oscos;Asturias
Santa Eulàlia de Riuprimer;Barcelona
Santa Eulàlia de Ronçana;Barcelona
Santa Eulalia del Río;Islas Baleares
Santa Fe;Granada
Santa Fe de Mondújar;Almería
Santa Fe del Penedès;Barcelona
Santa Gadea del Cid;Burgos
Santa Inés;Burgos
Santa Llogaia d'Àlguema;Girona
Santa Lucía de Tirajana;Las Palmas
Santa Magdalena de Pulpis;Castellón
Santa Margalida;Islas Baleares
Santa Margarida de Montbui;Barcelona
Santa Margarida i els Monjos;Barcelona
Santa Maria de Besora;Barcelona
Santa María de Cayón;Cantabria
Santa Maria de Corcó;Barcelona
Santa María de Dulcis;Huesca
Santa María de Guía de Gran Canaria;Las Palmas
Santa María de Huerta;Soria
Santa María de la Alameda;Madrid
Santa María de la Isla;León
Santa María de la Vega;Zamora
Santa María de las Hoyas;Soria
Santa María de los Caballeros;Ávila
Santa María de los Llanos;Cuenca
Santa Maria de Martorelles;Barcelona
Santa Maria de Merlès;Barcelona
Santa Maria de Miralles;Barcelona
Santa María de Ordás;León
Santa Maria de Palautordera;Barcelona
Santa María de Sando;Salamanca
Santa María de Valverde;Zamora
Santa María del Arroyo;Ávila
Santa María del Berrocal;Ávila
Santa María del Camí;Islas Baleares
Santa María del Campo;Burgos
Santa María del Campo Rus;Cuenca
Santa María del Cubillo;Ávila
Santa María del Invierno;Burgos
Santa María del Mercadillo;Burgos
Santa María del Monte de Cea;León
Santa María del Páramo;León
Santa María del Tiétar;Ávila
Santa María del Val;Cuenca
Santa Maria d'Oló;Barcelona
Santa María la Real de Nieva;Segovia
Santa María Rivarredonda;Burgos
Santa Marina del Rey;León
Santa Marta;Badajoz
Santa Marta de Magasca;Cáceres
Santa Marta de Tormes;Salamanca
Santa Marta del Cerro;Segovia
Santa Olalla;Toledo
Santa Olalla de Bureba;Burgos
Santa Olalla del Cala;Huelva
Santa Oliva;Tarragona
Santa Pau;Girona
Santa Perpètua de Mogoda;Barcelona
Santa Pola;Alicante
Santa Susanna;Barcelona
Santa Úrsula;Sta. Cruz de Tenerife
Santacara;Navarra
Santaella;Córdoba
Santaliestra y San Quílez;Huesca
Santander;Cantabria
Santanyí;Islas Baleares
Santas Martas;León
Santed;Zaragoza
Santervás de Campos;Valladolid
Santervás de la Vega;Palencia
Santiago de Alcántara;Cáceres
Santiago de Calatrava;Jaén
Santiago de Compostela;A Coruña
Santiago de la Puebla;Salamanca
Santiago del Campo;Cáceres
Santiago del Collado;Ávila
Santiago del Teide;Sta. Cruz de Tenerife
Santiago del Tormes;Ávila
Santiago Millas;León
Santiago-Pontones;Jaén
Santibáñez de Béjar;Salamanca
Santibáñez de Ecla;Palencia
Santibáñez de Esgueva;Burgos
Santibáñez de la Peña;Palencia
Santibáñez de la Sierra;Salamanca
Santibáñez de Tera;Zamora
Santibáñez de Valcorba;Valladolid
Santibáñez de Vidriales;Zamora
Santibáñez del Val;Burgos
Santibáñez el Alto;Cáceres
Santibáñez el Bajo;Cáceres
Santillana del Mar;Cantabria
Santiponce;Sevilla
Santiso;A Coruña
Santisteban del Puerto;Jaén
Santiurde de Reinosa;Cantabria
Santiurde de Toranzo;Cantabria
Santiuste;Guadalajara
Santiuste de Pedraza;Segovia
Santiuste de San Juan Bautista;Segovia
Santiz;Salamanca
Santo Adriano;Asturias
Santo Domingo de la Calzada;La Rioja
Santo Domingo de las Posadas;Ávila
Santo Domingo de Pirón;Segovia
Santo Domingo de Silos;Burgos
Santo Domingo-Caudilla;Toledo
Santo Tomé;Jaén
Santo Tomé de Zabarcos;Ávila
Santo Tomé del Puerto;Segovia
Santomera;Murcia
Santoña;Cantabria
Santorcaz;Madrid
Santos de la Humosa, Los;Madrid
Santos de Maimona, Los;Badajoz
Santos, Los;Salamanca
Santovenia;Zamora
Santovenia de la Valdoncina;León
Santovenia de Pisuerga;Valladolid
Santoyo;Palencia
Santpedor;Barcelona
Santurde de Rioja;La Rioja
Santurdejo;La Rioja
Santurtzi;Vizcaya
Sanxenxo;Pontevedra
Sanzoles;Zamora
Sardón de Duero;Valladolid
Sardón de los Frailes;Salamanca
Sargentes de la Lora;Burgos
Sariego;Asturias
Sariegos;León
Sariñena;Huesca
Saro;Cantabria
Sarracín;Burgos
Sarral;Tarragona
Sarratella;Castellón
Sarreaus;Ourense
Sarria;Lugo
Sarrià de Ter;Girona
Sarriés/Sartze;Navarra
Sarrión;Teruel
Sarroca de Bellera;Lleida
Sarroca de Lleida;Lleida
Sartaguda;Navarra
Sartajada;Toledo
Sasamón;Burgos
Sástago;Zaragoza
Saúca;Guadalajara
Saucedilla;Cáceres
Saucejo, El;Sevilla
Saucelle;Salamanca
Sauquillo de Cabezas;Segovia
Saus, Camallera i Llampaies;Girona
Sauzal, El;Sta. Cruz de Tenerife
Savallà del Comtat;Tarragona
Saviñao, O;Lugo
Sax;Alicante
Sayalonga;Málaga
Sayatón;Guadalajara
Sebúlcor;Segovia
Seca, La;Valladolid
Secastilla;Huesca
Secuita, La;Tarragona
Sedaví;Valencia
Sedella;Málaga
Sediles;Zaragoza
Segart;Valencia
Segorbe;Castellón
Segovia;Segovia
Segura;Gipuzkoa
Segura de la Sierra;Jaén
Segura de León;Badajoz
Segura de los Baños;Teruel
Segura de Toro;Cáceres
Segurilla;Toledo
Seira;Huesca
Selas;Guadalajara
Selaya;Cantabria
Sella;Alicante
Sellent;Valencia
Selva;Islas Baleares
Selva de Mar, La;Girona
Selva del Camp, La;Tarragona
Semillas;Guadalajara
Sempere;Valencia
Sena;Huesca
Sena de Luna;León
Senan;Tarragona
Sencelles;Islas Baleares
Senés;Almería
Senés de Alcubierre;Huesca
Sénia, La;Tarragona
Senija;Alicante
Seno;Teruel
Senterada;Lleida
Sentiu de Sió, La;Lleida
Sentmenat;Barcelona
Senyera;Valencia
Sepulcro-Hilario;Salamanca
Sepúlveda;Segovia
Sequera de Fresno;Segovia
Sequera de Haza, La;Burgos
Sequeros;Salamanca
Serinyà;Girona
Serna del Monte, La;Madrid
Serna, La;Palencia
Serón;Almería
Serón de Nágima;Soria
Seròs;Lleida
Serra;Valencia
Serra de Daró;Girona
Serrada;Valladolid
Serrada, La;Ávila
Serradilla;Cáceres
Serradilla del Arroyo;Salamanca
Serradilla del Llano;Salamanca
Serranillos;Ávila
Serranillos del Valle;Madrid
Serrejón;Cáceres
Sesa;Huesca
Seseña;Toledo
Sesma;Navarra
Sestao;Vizcaya
Sestrica;Zaragoza
Sesué;Huesca
Setcases;Girona
Setenil de las Bodegas;Cádiz
Setiles;Guadalajara
Seu d'Urgell, La;Lleida
Seva;Barcelona
Sevilla;Sevilla
Sevilla la Nueva;Madrid
Sevilleja de la Jara;Toledo
Sidamon;Lleida
Sienes;Guadalajara
Siero;Asturias
Sierpe, La;Salamanca
Sierra de Fuentes;Cáceres
Sierra de Luna;Zaragoza
Sierra de Yeguas;Málaga
Sierra Engarcerán;Castellón
Sierro;Almería
Siétamo;Huesca
Siete Aguas;Valencia
Siete Iglesias de Trabancos;Valladolid
Sieteiglesias de Tormes;Salamanca
Sigeres;Ávila
Sigüenza;Guadalajara
Sigüés;Zaragoza
Siles;Jaén
Silla;Valencia
Silleda;Pontevedra
Silos, Los;Sta. Cruz de Tenerife
Sils;Girona
Simancas;Valladolid
Simat de la Valldigna;Valencia
Sinarcas;Valencia
Sineu;Islas Baleares
Singra;Teruel
Sinlabajos;Ávila
Siruela;Badajoz
Sisamón;Zaragoza
Sisante;Cuenca
Sitges;Barcelona
Siurana;Girona
Soba;Cantabria
Sober;Lugo
Sobradiel;Zaragoza
Sobradillo;Salamanca
Sobrado;A Coruña
Sobrado;León
Sobremunt;Barcelona
Sobrescobio;Asturias
Socovos;Albacete
Socuéllamos;Ciudad Real
Sojuela;La Rioja
Solana de Ávila;Ávila
Solana de los Barros;Badajoz
Solana de Rioalmar;Ávila
Solana del Pino;Ciudad Real
Solana, La;Ciudad Real
Solanillos del Extremo;Guadalajara
Solarana;Burgos
Solera de Gabaldón;Cuenca
Soleràs, El;Lleida
Soliedra;Soria
Solivella;Tarragona
Sollana;Valencia
Sóller;Islas Baleares
Solórzano;Cantabria
Solosancho;Ávila
Solsona;Lleida
Somiedo;Asturias
Somolinos;Guadalajara
Somontín;Almería
Somosierra;Madrid
Somozas, As;A Coruña
Son Servera;Islas Baleares
Sondika;Vizcaya
Soneja;Castellón
Sonseca;Toledo
Sopeira;Huesca
Sopelana;Vizcaya
Soportújar;Granada
Sopuerta;Vizcaya
Sora;Barcelona
Soraluze/Placencia de las Armas;Gipuzkoa
Sorbas;Almería
Sordillos;Burgos
Soria;Soria
Soriguera;Lleida
Sorihuela;Salamanca
Sorihuela del Guadalimar;Jaén
Sorlada;Navarra
Sort;Lleida
Sorvilán;Granada
Sorzano;La Rioja
Sos del Rey Católico;Zaragoza
Soses;Lleida
Sot de Chera;Valencia
Sot de Ferrer;Castellón
Sotalbo;Ávila
Sotés;La Rioja
Sotillo;Segovia
Sotillo de la Adrada;Ávila
Sotillo de la Ribera;Burgos
Sotillo de las Palomas;Toledo
Sotillo del Rincón;Soria
Sotillo, El;Guadalajara
Soto de Cerrato;Palencia
Soto de la Vega;León
Soto del Barco;Asturias
Soto del Real;Madrid
Soto en Cameros;La Rioja
Soto y Amío;León
Sotobañado y Priorato;Palencia
Sotodosos;Guadalajara
Sotonera, La;Huesca
Sotorribas;Cuenca
Sotosalbos;Segovia
Sotoserrano;Salamanca
Sotragero;Burgos
Sotresgudo;Burgos
Soutomaior;Pontevedra
Suances;Cantabria
Subirats;Barcelona
Sudanell;Lleida
Sueca;Valencia
Suellacabras;Soria
Sueras/Suera;Castellón
Suflí;Almería
Sukarrieta;Vizcaya
Sumacàrcer;Valencia
Sunbilla;Navarra
Sunyer;Lleida
Súria;Barcelona
Susinos del Páramo;Burgos
Susqueda;Girona
Tabanera de Cerrato;Palencia
Tabanera de Valdavia;Palencia
Tabanera la Luenga;Segovia
Tábara;Zamora
Tabera de Abajo;Salamanca
Tabernas;Almería
Taberno;Almería
Taboada;Lugo
Taboadela;Ourense
Tabuenca;Zaragoza
Tacoronte;Sta. Cruz de Tenerife
Tafalla;Navarra
Tagamanent;Barcelona
Taha, La;Granada
Tahal;Almería
Tajahuerce;Soria
Tajueco;Soria
Tala, La;Salamanca
Talamanca;Barcelona
Talamanca de Jarama;Madrid
Talamantes;Zaragoza
Talarn;Lleida
Talarrubias;Badajoz
Talaván;Cáceres
Talavera;Lleida
Talavera de la Reina;Toledo
Talavera la Real;Badajoz
Talaveruela de la Vera;Cáceres
Talayuela;Cáceres
Talayuelas;Cuenca
Tales;Castellón
Táliga;Badajoz
Tallada d'Empordà, La;Girona
Talveila;Soria
Tamajón;Guadalajara
Tamames;Salamanca
Támara de Campos;Palencia
Tamarite de Litera;Huesca
Tamariz de Campos;Valladolid
Tamarón;Burgos
Tamurejo;Badajoz
Tanque, El;Sta. Cruz de Tenerife
Tapia de Casariego;Asturias
Tapioles;Zamora
Taradell;Barcelona
Taragudo;Guadalajara
Taramundi;Asturias
Tarancón;Cuenca
Taravilla;Guadalajara
Tarazona;Zaragoza
Tarazona de Guareña;Salamanca
Tarazona de la Mancha;Albacete
Tàrbena;Alicante
Tardáguila;Salamanca
Tardajos;Burgos
Tardelcuende;Soria
Tardienta;Huesca
Tariego de Cerrato;Palencia
Tarifa;Cádiz
Taroda;Soria
Tarragona;Tarragona
Tàrrega;Lleida
Tarrés;Lleida
Tarroja de Segarra;Lleida
Tartanedo;Guadalajara
Tauste;Zaragoza
Tavernes Blanques;Valencia
Tavernes de la Valldigna;Valencia
Tavèrnoles;Barcelona
Tavertet;Barcelona
Tazacorte;Sta. Cruz de Tenerife
Teba;Málaga
Tébar;Cuenca
Tegueste;Sta. Cruz de Tenerife
Teguise;Las Palmas
Teià;Barcelona
Teixeira, A;Ourense
Tejada;Burgos
Tejadillos;Cuenca
Tejado;Soria
Tejado, El;Salamanca
Tejeda;Las Palmas
Tejeda de Tiétar;Cáceres
Tejeda y Segoyuela;Salamanca
Telde;Las Palmas
Tella-Sin;Huesca
Tembleque;Toledo
Tendilla;Guadalajara
Tenebrón;Salamanca
Teo;A Coruña
Teresa;Castellón
Teresa de Cofrentes;Valencia
Térmens;Lleida
Teror;Las Palmas
Terque;Almería
Terrades;Girona
Terradillos;Salamanca
Terradillos de Esgueva;Burgos
Terrassa;Barcelona
Terrateig;Valencia
Terrer;Zaragoza
Terriente;Teruel
Terrinches;Ciudad Real
Terroba;La Rioja
Teruel;Teruel
Terzaga;Guadalajara
Teulada;Alicante
Teverga;Asturias
Tiana;Barcelona
Tías;Las Palmas
Tibi;Alicante
Tiebas-Muruarte de Reta;Navarra
Tiedra;Valladolid
Tielmes;Madrid
Tiemblo, El;Ávila
Tierga;Zaragoza
Tierz;Huesca
Tierzo;Guadalajara
Tijarafe;Sta. Cruz de Tenerife
Tíjola;Almería
Tinajas;Cuenca
Tinajo;Las Palmas
Tineo;Asturias
Tinieblas de la Sierra;Burgos
Tiñosillos;Ávila
Tirapu;Navarra
Tirgo;La Rioja
Tírig;Castellón
Tírvia;Lleida
Titaguas;Valencia
Titulcia;Madrid
Tiurana;Lleida
Tivenys;Tarragona
Tivissa;Tarragona
Toba, La;Guadalajara
Tobar;Burgos
Tobarra;Albacete
Tobed;Zaragoza
Tobía;La Rioja
Toboso, El;Toledo
Tocina;Sevilla
Todolella;Castellón
Toén;Ourense
Toga;Castellón
Tojos, Los;Cantabria
Tolbaños;Ávila
Toledo;Toledo
Tollos;Alicante
Tolocirio;Segovia
Tolosa;Gipuzkoa
Tolox;Málaga
Tolva;Huesca
Tomares;Sevilla
Tomelloso;Ciudad Real
Tomiño;Pontevedra
Tona;Barcelona
Topas;Salamanca
Toques;A Coruña
Torà;Lleida
Toral de los Guzmanes;León
Toral de los Vados;León
Torás;Castellón
Tordehumos;Valladolid
Tordellego;Guadalajara
Tordelrábano;Guadalajara
Tordera;Barcelona
Tordesillas;Valladolid
Tordesilos;Guadalajara
Tordillos;Salamanca
Tordoia;A Coruña
Tordómar;Burgos
Torelló;Barcelona
Toreno;León
Torija;Guadalajara
Toril;Cáceres
Toril y Masegoso;Teruel
Torla;Huesca
Torlengua;Soria
Tormantos;La Rioja
Tormellas;Ávila
Tormón;Teruel
Tormos;Alicante
Torms, Els;Lleida
Tornabous;Lleida
Tornadizo, El;Salamanca
Tornadizos de Ávila;Ávila
Tornavacas;Cáceres
Torno, El;Cáceres
Tornos;Teruel
Toro;Zamora
Toro, El;Castellón
Torquemada;Palencia
Torralba;Cuenca
Torralba de Aragón;Huesca
Torralba de Calatrava;Ciudad Real
Torralba de los Frailes;Zaragoza
Torralba de los Sisones;Teruel
Torralba de Oropesa;Toledo
Torralba de Ribota;Zaragoza
Torralba del Pinar;Castellón
Torralba del Río;Navarra
Torralbilla;Zaragoza
Torre Alháquime;Cádiz
Torre de Arcas;Teruel
Torre de Cabdella, La;Lleida
Torre de Claramunt, La;Barcelona
Torre de Don Miguel;Cáceres
Torre de Esgueva;Valladolid
Torre de Esteban Hambrán, La;Toledo
Torre de Fontaubella, La;Tarragona
Torre de Juan Abad;Ciudad Real
Torre de las Arcas;Teruel
Torre de l'Espanyol, La;Tarragona
Torre de Miguel Sesmero;Badajoz
Torre de Peñafiel;Valladolid
Torre de Santa María;Cáceres
Torre del Bierzo;León
Torre del Burgo;Guadalajara
Torre del Campo;Jaén
Torre del Compte;Teruel
Torre del Valle, La;Zamora
Torre d'En Besora, la;Castellón
Torre d'en Doménec, la;Castellón
Torre en Cameros;La Rioja
Torre la Ribera;Huesca
Torre los Negros;Teruel
Torre Val de San Pedro;Segovia
Torre, La;Ávila
Torreadrada;Segovia
Torrebaja;Valencia
Torrebesses;Lleida
Torreblacos;Soria
Torreblanca;Castellón
Torreblascopedro;Jaén
Torrecaballeros;Segovia
Torrecampo;Córdoba
Torre-Cardela;Granada
Torrechiva;Castellón
Torrecilla de Alcañiz;Teruel
Torrecilla de la Abadesa;Valladolid
Torrecilla de la Jara;Toledo
Torrecilla de la Orden;Valladolid
Torrecilla de la Torre;Valladolid
Torrecilla de los Ángeles;Cáceres
Torrecilla del Monte;Burgos
Torrecilla del Pinar;Segovia
Torrecilla del Rebollar;Teruel
Torrecilla en Cameros;La Rioja
Torrecilla sobre Alesanco;La Rioja
Torrecillas de la Tiesa;Cáceres
Torrecuadrada de Molina;Guadalajara
Torrecuadradilla;Guadalajara
Torredembarra;Tarragona
Torredonjimeno;Jaén
Torrefarrera;Lleida
Torrefeta i Florejacs;Lleida
Torregalindo;Burgos
Torregamones;Zamora
Torregrossa;Lleida
Torrehermosa;Zaragoza
Torreiglesias;Segovia
Torrejón de Ardoz;Madrid
Torrejón de la Calzada;Madrid
Torrejón de Velasco;Madrid
Torrejón del Rey;Guadalajara
Torrejón el Rubio;Cáceres
Torrejoncillo;Cáceres
Torrejoncillo del Rey;Cuenca
Torrelacárcel;Teruel
Torrelaguna;Madrid
Torrelameu;Lleida
Torrelapaja;Zaragoza
Torrelara;Burgos
Torrelavega;Cantabria
Torrelavit;Barcelona
Torrella;Valencia
Torrellas;Zaragoza
Torrelles de Foix;Barcelona
Torrelles de Llobregat;Barcelona
Torrelobatón;Valladolid
Torrelodones;Madrid
Torremanzanas/Torre de les Maçanes, la;Alicante
Torremayor;Badajoz
Torremejía;Badajoz
Torremenga;Cáceres
Torremocha;Cáceres
Torremocha de Jadraque;Guadalajara
Torremocha de Jarama;Madrid
Torremocha de Jiloca;Teruel
Torremocha del Campo;Guadalajara
Torremocha del Pinar;Guadalajara
Torremochuela;Guadalajara
Torremolinos;Málaga
Torremontalbo;La Rioja
Torremormojón;Palencia
Torrent;Girona
Torrent;Valencia
Torrente de Cinca;Huesca
Torrenueva;Ciudad Real
Torreorgaz;Cáceres
Torre-Pacheco;Murcia
Torrepadre;Burgos
Torreperogil;Jaén
Torrequemada;Cáceres
Torres;Jaén
Torres de Albánchez;Jaén
Torres de Albarracín;Teruel
Torres de Alcanadre;Huesca
Torres de Barbués;Huesca
Torres de Berrellén;Zaragoza
Torres de Cotillas, Las;Murcia
Torres de la Alameda;Madrid
Torres de Segre;Lleida
Torres del Carrizal;Zamora
Torres del Río;Navarra
Torres Torres;Valencia
Torresandino;Burgos
Torrescárcela;Valladolid
Torre-serona;Lleida
Torresmenudas;Salamanca
Torrevelilla;Teruel
Torrevieja;Alicante
Torrico;Toledo
Torrijas;Teruel
Torrijo de la Cañada;Zaragoza
Torrijo del Campo;Teruel
Torrijos;Toledo
Torroella de Fluvià;Girona
Torroella de Montgrí;Girona
Torroja del Priorat;Tarragona
Torrox;Málaga
Torrubia;Guadalajara
Torrubia de Soria;Soria
Torrubia del Campo;Cuenca
Torrubia del Castillo;Cuenca
Tortellà;Girona
Tórtola de Henares;Guadalajara
Tórtoles;Ávila
Tórtoles de Esgueva;Burgos
Tortosa;Tarragona
Tortuera;Guadalajara
Tortuero;Guadalajara
Torvizcón;Granada
Tosantos;Burgos
Toses;Girona
Tosos;Zaragoza
Tossa de Mar;Girona
Totalán;Málaga
Totana;Murcia
Totanés;Toledo
Touro;A Coruña
Tous;Valencia
Trabada;Lugo
Trabadelo;León
Trabanca;Salamanca
Trabazos;Zamora
Tragacete;Cuenca
Traíd;Guadalajara
Traiguera;Castellón
Tramacastiel;Teruel
Tramacastilla;Teruel
Tramaced;Huesca
Trasierra;Badajoz
Trasmiras;Ourense
Trasmoz;Zaragoza
Trasobares;Zaragoza
Traspinedo;Valladolid
Trazo;A Coruña
Trebujena;Cádiz
Trefacio;Zamora
Tremedal de Tormes;Salamanca
Tremp;Lleida
Tres Cantos;Madrid
Tres Villas, Las;Almería
Trescasas;Segovia
Tresjuncos;Cuenca
Trespaderne;Burgos
Tresviso;Cantabria
Trévago;Soria
Trevélez;Granada
Treviana;La Rioja
Triacastela;Lugo
Tribaldos;Cuenca
Tricio;La Rioja
Trigueros;Huelva
Trigueros del Valle;Valladolid
Trijueque;Guadalajara
Trillo;Guadalajara
Triollo;Palencia
Tronchón;Teruel
Truchas;León
Trucios-Turtzioz;Vizcaya
Trujillanos;Badajoz
Trujillo;Cáceres
Tubilla del Agua;Burgos
Tubilla del Lago;Burgos
Tudanca;Cantabria
Tudela;Navarra
Tudela de Duero;Valladolid
Tudelilla;La Rioja
Tuéjar;Valencia
Tui;Pontevedra
Tuineje;Las Palmas
Tulebras;Navarra
Turcia;León
Turégano;Segovia
Turís;Valencia
Turleque;Toledo
Turón;Granada
Turre;Almería
Turrillas;Almería
Úbeda;Jaén
Ubide;Vizcaya
Ubrique;Cádiz
Ucar;Navarra
Uceda;Guadalajara
Ucero;Soria
Uclés;Cuenca
Udías;Cantabria
Ugao-Miraballes;Vizcaya
Ugena;Toledo
Ugíjar;Granada
Uharte-Arakil;Navarra
Ujados;Guadalajara
Ujué;Navarra
Ulea;Murcia
Uleila del Campo;Almería
Ullà;Girona
Ullastrell;Barcelona
Ullastret;Girona
Ulldecona;Tarragona
Ulldemolins;Tarragona
Ultramort;Girona
Ultzama;Navarra
Umbrete;Sevilla
Umbrías;Ávila
Uncastillo;Zaragoza
Unciti;Navarra
Undués de Lerda;Zaragoza
Unión de Campos, La;Valladolid
Unión, La;Murcia
Unzué;Navarra
Uña;Cuenca
Uña de Quintana;Zamora
Úrbel del Castillo;Burgos
Urda;Toledo
Urdazubi/Urdax;Navarra
Urdiain;Navarra
Urdiales del Páramo;León
Urduliz;Vizcaya
Urduña/Orduña;Vizcaya
Urkabustaiz;Álava
Urnieta;Gipuzkoa
Urones de Castroponce;Valladolid
Urrácal;Almería
Urraul Alto;Navarra
Urraul Bajo;Navarra
Urrea de Gaén;Teruel
Urrea de Jalón;Zaragoza
Urretxu;Gipuzkoa
Urriés;Zaragoza
Urrotz;Navarra
Urroz-Villa;Navarra
Urueña;Valladolid
Urueñas;Segovia
Uruñuela;La Rioja
Urús;Girona
Urzainqui/Urzainki;Navarra
Usagre;Badajoz
Used;Zaragoza
Useras/Useres, les;Castellón
Usurbil;Gipuzkoa
Utande;Guadalajara
Utebo;Zaragoza
Uterga;Navarra
Utiel;Valencia
Utrera;Sevilla
Utrillas;Teruel
Uztárroz/Uztarroze;Navarra
Vacarisses;Barcelona
Vadillo;Soria
Vadillo de la Guareña;Zamora
Vadillo de la Sierra;Ávila
Vadocondes;Burgos
Vajol, La;Girona
Val de San Lorenzo;León
Val de San Martín;Zaragoza
Val de San Vicente;Cantabria
Val do Dubra;A Coruña
Valacloche;Teruel
Valadouro, O;Lugo
Valbona;Teruel
Valbuena de Duero;Valladolid
Valbuena de Pisuerga;Palencia
Valcabado;Zamora
Valdáliga;Cantabria
Valdaracete;Madrid
Valdarachas;Guadalajara
Valdastillas;Cáceres
Valdealgorfa;Teruel
Valdeande;Burgos
Valdearcos de la Vega;Valladolid
Valdearenas;Guadalajara
Valdeavellano;Guadalajara
Valdeavellano de Tera;Soria
Valdeavero;Madrid
Valdeaveruelo;Guadalajara
Valdecaballeros;Badajoz
Valdecañas de Tajo;Cáceres
Valdecarros;Salamanca
Valdecasa;Ávila
Valdecolmenas, Los;Cuenca
Valdeconcha;Guadalajara
Valdecuenca;Teruel
Valdefinjas;Zamora
Valdefresno;León
Valdefuentes;Cáceres
Valdefuentes de Sangusín;Salamanca
Valdefuentes del Páramo;León
Valdeganga;Albacete
Valdegeña;Soria
Valdegovía/Gaubea;Álava
Valdegrudas;Guadalajara
Valdehijaderos;Salamanca
Valdehorna;Zaragoza
Valdehúncar;Cáceres
Valdelacalzada;Badajoz
Valdelacasa;Salamanca
Valdelacasa de Tajo;Cáceres
Valdelageve;Salamanca
Valdelagua del Cerro;Soria
Valdelaguna;Madrid
Valdelarco;Huelva
Valdelcubo;Guadalajara
Valdelinares;Teruel
Valdelosa;Salamanca
Valdeltormo;Teruel
Valdelugueros;León
Valdemadera;La Rioja
Valdemaluque;Soria
Valdemanco;Madrid
Valdemanco del Esteras;Ciudad Real
Valdemaqueda;Madrid
Valdemeca;Cuenca
Valdemierque;Salamanca
Valdemora;León
Valdemorales;Cáceres
Valdemorillo;Madrid
Valdemorillo de la Sierra;Cuenca
Valdemoro;Madrid
Valdemoro-Sierra;Cuenca
Valdenebro;Soria
Valdenebro de los Valles;Valladolid
Valdenuño Fernández;Guadalajara
Valdeobispo;Cáceres
Valdeolea;Cantabria
Valdeolivas;Cuenca
Valdeolmillos;Palencia
Valdeolmos-Alalpardo;Madrid
Valdepeñas;Ciudad Real
Valdepeñas de Jaén;Jaén
Valdepeñas de la Sierra;Guadalajara
Valdepiélago;León
Valdepiélagos;Madrid
Valdepolo;León
Valdeprado;Soria
Valdeprado del Río;Cantabria
Valdeprados;Segovia
Valderas;León
Valderrábano;Palencia
Valderrebollo;Guadalajara
Valderredible;Cantabria
Valderrey;León
Valderrobres;Teruel
Valderrodilla;Soria
Valderrodrigo;Salamanca
Valderrueda;León
Valdés;Asturias
Valdesamario;León
Valdescorriel;Zamora
Valdesotos;Guadalajara
Valdestillas;Valladolid
Valdetorres;Badajoz
Valdetorres de Jarama;Madrid
Valdetórtola;Cuenca
Valde-Ucieza;Palencia
Valdevacas de Montejo;Segovia
Valdevacas y Guijar;Segovia
Valdeverdeja;Toledo
Valdevimbre;León
Valdezate;Burgos
Valdilecha;Madrid
Valdorros;Burgos
Valdoviño;A Coruña
Valdunciel;Salamanca
Valdunquillo;Valladolid
Valencia;Valencia
Valencia de Alcántara;Cáceres
Valencia de Don Juan;León
Valencia de las Torres;Badajoz
Valencia del Mombuey;Badajoz
Valencia del Ventoso;Badajoz
Valencina de la Concepción;Sevilla
Valenzuela;Córdoba
Valenzuela de Calatrava;Ciudad Real
Valeras, Las;Cuenca
Valero;Salamanca
Valfarta;Huesca
Valfermoso de Tajuña;Guadalajara
Valga;Pontevedra
Valgañón;La Rioja
Valhermoso;Guadalajara
Valhermoso de la Fuente;Cuenca
Valjunquera;Teruel
Vall d'Alba;Castellón
Vall d'Alcalà, la;Alicante
Vall de Almonacid;Castellón
Vall de Bianya, La;Girona
Vall de Boí, La;Lleida
Vall de Cardós;Lleida
Vall de Gallinera;Alicante
Vall de Laguar, la;Alicante
Vall d'Ebo, la;Alicante
Vall d'en Bas, La;Girona
Vall d'Uixó, la;Castellón
Vallada;Valencia
Valladolid;Valladolid
Vallanca;Valencia
Vallarta de Bureba;Burgos
Vallat;Castellón
Vallbona d'Anoia;Barcelona
Vallbona de les Monges;Lleida
Vallcebre;Barcelona
