name,state
Castrillo de Cabrera,León
Castrillo de la Valduerna,León
Castrocalbón,León
Castrocontrigo,León
Castropodame,León
Castrotierra de Valmadrigal,León
Cea,León
Cebanico,León
Cebrones del Río,León
Chozas de Abajo,León
Cimanes de la Vega,León
Cimanes del Tejar,León
Cistierna,León
Congosto,León
Corbillos de los Oteros,León
Corullón,León
Crémenes,León
Cuadros,León
Cubillas de los Oteros,León
Cubillas de Rueda,León
Cubillos del Sil,León
Destriana,León
Encinedo,León
"Ercina, La",León
Escobar de Campos,León
Fabero,León
Folgoso de la Ribera,León
Fresno de la Vega,León
Fuentes de Carbajal,León
Garrafe de Torío,León
Gordaliza del Pino,León
Gordoncillo,León
Gradefes,León
Grajal de Campos,León
Gusendos de los Oteros,León
Hospital de Órbigo,León
Igüeña,León
Izagre,León
Joarilla de las Matas,León
Laguna Dalga,León
Laguna de Negrillos,León
León,León
Llamas de la Ribera,León
Lucillo,León
Luyego,León
Magaz de Cepeda,León
Mansilla de las Mulas,León
Mansilla Mayor,León
Maraña,León
Matadeón de los Oteros,León
Matallana de Torío,León
Matanza,León
Molinaseca,León
Murias de Paredes,León
Noceda del Bierzo,León
Oencia,León
"Omañas, Las",León
Onzonilla,León
Oseja de Sajambre,León
Pajares de los Oteros,León
Palacios de la Valduerna,León
Palacios del Sil,León
Páramo del Sil,León
Peranzanes,León
Pobladura de Pelayo García,León
"Pola de Gordón, La",León
Ponferrada,León
Posada de Valdeón,León
Pozuelo del Páramo,León
Prado de la Guzpeña,León
Priaranza del Bierzo,León
Prioro,León
Puebla de Lillo,León
Puente de Domingo Flórez,León
Quintana del Castillo,León
Quintana del Marco,León
Quintana y Congosto,León
Regueras de Arriba,León
Reyero,León
Riaño,León
Riego de la Vega,León
Riello,León
Rioseco de Tapia,León
"Robla, La",León
Roperuelos del Páramo,León
Sabero,León
Sahagún,León
San Adrián del Valle,León
San Andrés del Rabanedo,León
San Cristóbal de la Polantera,León
San Emiliano,León
San Esteban de Nogales,León
San Justo de la Vega,León
San Millán de los Caballeros,León
San Pedro Bercianos,León
Sancedo,León
Santa Colomba de Curueño,León
Santa Colomba de Somoza,León
Santa Cristina de Valmadrigal,León
Santa Elena de Jamuz,León
Santa María de la Isla,León
Santa María de Ordás,León
Santa María del Monte de Cea,León
Santa María del Páramo,León
Santa Marina del Rey,León
Santas Martas,León
Santiago Millas,León
Santovenia de la Valdoncina,León
Sariegos,León
Sena de Luna,León
Sobrado,León
Soto de la Vega,León
Soto y Amío,León
Toral de los Guzmanes,León
Toral de los Vados,León
Toreno,León
Torre del Bierzo,León
Trabadelo,León
Truchas,León
Turcia,León
Urdiales del Páramo,León
Val de San Lorenzo,León
Valdefresno,León
Valdefuentes del Páramo,León
Valdelugueros,León
Valdemora,León
Valdepiélago,León
Valdepolo,León
Valderas,León
Valderrey,León
Valderrueda,León
Valdesamario,León
Valdevimbre,León
Valencia de Don Juan,León
Vallecillo,León
Valverde de la Virgen,León
Valverde-Enrique,León
"Vecilla, La",León
Vega de Espinareda,León
Vega de Infanzones,León
Vega de Valcarce,León
Vegacervera,León
Vegaquemada,León
Vegas del Condado,León
Villablino,León
Villabraz,León
Villadangos del Páramo,León
Villademor de la Vega,León
Villafranca del Bierzo,León
Villagatón,León
Villamandos,León
Villamanín,León
Villamañán,León
Villamartín de Don Sancho,León
Villamejil,León
Villamol,León
Villamontán de la Valduerna,León
Villamoratiel de las Matas,León
Villanueva de las Manzanas,León
Villaobispo de Otero,León
Villaornate y Castro,León
Villaquejida,León
Villaquilambre,León
Villarejo de Órbigo,León
Villares de Órbigo,León
Villasabariego,León
Villaselán,León
Villaturiel,León
Villazala,León
Villazanzo de Valderaduey,León
Zotes del Páramo,León
Abella de la Conca,Lleida
Àger,Lleida
Agramunt,Lleida
Aitona,Lleida
"Alamús, Els",Lleida
Alàs i Cerc,Lleida
"Albagés, L'",Lleida
Albatàrrec,Lleida
Albesa,Lleida
"Albi, L'",Lleida
Alcanó,Lleida
Alcarràs,Lleida
Alcoletge,Lleida
Alfarràs,Lleida
Alfés,Lleida
Algerri,Lleida
Alguaire,Lleida
Alins,Lleida
Almacelles,Lleida
Almatret,Lleida
Almenar,Lleida
Alòs de Balaguer,Lleida
Alpicat,Lleida
Alt Àneu,Lleida
Anglesola,Lleida
Arbeca,Lleida
Arres,Lleida
Arsèguel,Lleida
Artesa de Lleida,Lleida
Artesa de Segre,Lleida
Aspa,Lleida
"Avellanes i Santa Linya, Les",Lleida
Baix Pallars,Lleida
Balaguer,Lleida
Barbens,Lleida
"Baronia de Rialb, La",Lleida
Bassella,Lleida
Bausen,Lleida
Belianes,Lleida
Bellaguarda,Lleida
Bellcaire d'Urgell,Lleida
Bell-lloc d'Urgell,Lleida
Bellmunt d'Urgell,Lleida
Bellpuig,Lleida
Bellver de Cerdanya,Lleida
Bellvís,Lleida
Benavent de Segrià,Lleida
Biosca,Lleida
"Bòrdes, Es",Lleida
"Borges Blanques, Les",Lleida
Bossòst,Lleida
Bovera,Lleida
Cabanabona,Lleida
Cabó,Lleida
Camarasa,Lleida
Canejan,Lleida
Castell de Mur,Lleida
Castellar de la Ribera,Lleida
Castelldans,Lleida
Castellnou de Seana,Lleida
Castelló de Farfanya,Lleida
Castellserà,Lleida
Cava,Lleida
Cervera,Lleida
Cervià de les Garrigues,Lleida
Ciutadilla,Lleida
Clariana de Cardener,Lleida
"Cogul, El",Lleida
Coll de Nargó,Lleida
"Coma i la Pedra, La",Lleida
Conca de Dalt,Lleida
Corbins,Lleida
Cubells,Lleida
"Espluga Calba, L'",Lleida
Espot,Lleida
Estamariu,Lleida
Estaràs,Lleida
Esterri d'Àneu,Lleida
Esterri de Cardós,Lleida
Farrera,Lleida
Fígols i Alinyà,Lleida
"Floresta, La",Lleida
Fondarella,Lleida
Foradada,Lleida
"Fuliola, La",Lleida
Fulleda,Lleida
Gavet de la Conca,Lleida
Gimenells i el Pla de la Font,Lleida
Golmés,Lleida
Gósol,Lleida
"Granadella, La",Lleida
"Granja d'Escarp, La",Lleida
Granyanella,Lleida
Granyena de les Garrigues,Lleida
Granyena de Segarra,Lleida
Guimerà,Lleida
"Guingueta d'Àneu, La",Lleida
Guissona,Lleida
Guixers,Lleida
Isona i Conca Dellà,Lleida
Ivars de Noguera,Lleida
Ivars d'Urgell,Lleida
Ivorra,Lleida
Josa i Tuixén,Lleida
Juncosa,Lleida
Juneda,Lleida
Les,Lleida
Linyola,Lleida
Lladorre,Lleida
Lladurs,Lleida
Llardecans,Lleida
Llavorsí,Lleida
Lleida,Lleida
Lles de Cerdanya,Lleida
Llimiana,Lleida
Llobera,Lleida
Maials,Lleida
Maldà,Lleida
Massalcoreig,Lleida
Massoteres,Lleida
Menàrguens,Lleida
Miralcamp,Lleida
Mollerussa,Lleida
"Molsosa, La",Lleida
Montellà i Martinet,Lleida
Montferrer i Castellbò,Lleida
Montgai,Lleida
Montoliu de Lleida,Lleida
Montoliu de Segarra,Lleida
Montornès de Segarra,Lleida
Nalec,Lleida
Naut Aran,Lleida
Navès,Lleida
Odèn,Lleida
Oliana,Lleida
Oliola,Lleida
Olius,Lleida
"Oluges, Les",Lleida
"Omellons, Els",Lleida
"Omells de na Gaia, Els",Lleida
Organyà,Lleida
Os de Balaguer,Lleida
Ossó de Sió,Lleida
"Palau d'Anglesola, El",Lleida
Penelles,Lleida
Peramola,Lleida
Pinell de Solsonès,Lleida
Pinós,Lleida
"Plans de Sió, Els",Lleida
"Poal, El",Lleida
"Pobla de Cérvoles, La",Lleida
"Pobla de Segur, La",Lleida
"Pont de Bar, El",Lleida
"Pont de Suert, El",Lleida
Ponts,Lleida
"Portella, La",Lleida
Prats i Sansor,Lleida
Preixana,Lleida
Preixens,Lleida
Prullans,Lleida
Puiggròs,Lleida
Puigverd d'Agramunt,Lleida
Puigverd de Lleida,Lleida
Rialp,Lleida
Ribera d'Ondara,Lleida
Ribera d'Urgellet,Lleida
Riner,Lleida
Riu de Cerdanya,Lleida
Rosselló,Lleida
Salàs de Pallars,Lleida
Sanaüja,Lleida
Sant Esteve de la Sarga,Lleida
Sant Guim de Freixenet,Lleida
Sant Guim de la Plana,Lleida
Sant Llorenç de Morunys,Lleida
Sant Martí de Riucorb,Lleida
Sant Ramon,Lleida
Sarroca de Bellera,Lleida
Sarroca de Lleida,Lleida
Senterada,Lleida
"Sentiu de Sió, La",Lleida
Seròs,Lleida
"Seu d'Urgell, La",Lleida
Sidamon,Lleida
"Soleràs, El",Lleida
Solsona,Lleida
Soriguera,Lleida
Sort,Lleida
Soses,Lleida
Sudanell,Lleida
Sunyer,Lleida
Talarn,Lleida
Talavera,Lleida
Tàrrega,Lleida
Tarrés,Lleida
Tarroja de Segarra,Lleida
Térmens,Lleida
Tírvia,Lleida
Tiurana,Lleida
Torà,Lleida
"Torms, Els",Lleida
Tornabous,Lleida
"Torre de Cabdella, La",Lleida
Torrebesses,Lleida
Torrefarrera,Lleida
Torrefeta i Florejacs,Lleida
Torregrossa,Lleida
Torrelameu,Lleida
Torres de Segre,Lleida
Torre-serona,Lleida
Tremp,Lleida
"Vall de Boí, La",Lleida
Vall de Cardós,Lleida
Vallbona de les Monges,Lleida
Vallfogona de Balaguer,Lleida
"Valls d'Aguilar, Les",Lleida
"Valls de Valira, Les",Lleida
"Vansa i Fórnols, La",Lleida
Verdú,Lleida
Vielha e Mijaran,Lleida
Vilagrassa,Lleida
Vilaller,Lleida
Vilamòs,Lleida
Vilanova de Bellpuig,Lleida
Vilanova de la Barca,Lleida
Vilanova de l'Aguda,Lleida
Vilanova de Meià,Lleida
Vilanova de Segrià,Lleida
Vila-sana,Lleida
"Vilosell, El",Lleida
Vinaixa,Lleida
Abadín,Lugo
Alfoz,Lugo
Antas de Ulla,Lugo
Baleira,Lugo
Baralla,Lugo
Barreiros,Lugo
Becerreá,Lugo
Begonte,Lugo
Bóveda,Lugo
Burela,Lugo
Carballedo,Lugo
Castro de Rei,Lugo
Castroverde,Lugo
Cervantes,Lugo
Cervo,Lugo
Chantada,Lugo
"Corgo, O",Lugo
Cospeito,Lugo
Folgoso do Courel,Lugo
"Fonsagrada, A",Lugo
Foz,Lugo
Friol,Lugo
Guitiriz,Lugo
Guntín,Lugo
"Incio, O",Lugo
Láncara,Lugo
Lourenzá,Lugo
Lugo,Lugo
Meira,Lugo
Mondoñedo,Lugo
Monforte de Lemos,Lugo
Monterroso,Lugo
Muras,Lugo
Navia de Suarna,Lugo
Negueira de Muñiz,Lugo
"Nogais, As",Lugo
Ourol,Lugo
Outeiro de Rei,Lugo
Palas de Rei,Lugo
Pantón,Lugo
Paradela,Lugo
"Páramo, O",Lugo
"Pastoriza, A",Lugo
Pedrafita do Cebreiro,Lugo
"Pobra do Brollón, A",Lugo
Pol,Lugo
"Pontenova, A",Lugo
Portomarín,Lugo
Quiroga,Lugo
Rábade,Lugo
Ribadeo,Lugo
Ribas de Sil,Lugo
Ribeira de Piquín,Lugo
Riotorto,Lugo
Samos,Lugo
Sarria,Lugo
"Saviñao, O",Lugo
Sober,Lugo
Taboada,Lugo
Trabada,Lugo
Triacastela,Lugo
"Valadouro, O",Lugo
"Vicedo, O",Lugo
Vilalba,Lugo
Viveiro,Lugo
Xermade,Lugo
Xove,Lugo
"Acebeda, La",Madrid
Ajalvir,Madrid
Alameda del Valle,Madrid
"Álamo, El",Madrid
Alcalá de Henares,Madrid
Alcobendas,Madrid
Alcorcón,Madrid
Aldea del Fresno,Madrid
Algete,Madrid
Alpedrete,Madrid
Ambite,Madrid
Anchuelo,Madrid
Aranjuez,Madrid
Arganda del Rey,Madrid
Arroyomolinos,Madrid
"Atazar, El",Madrid
Batres,Madrid
Becerril de la Sierra,Madrid
Belmonte de Tajo,Madrid
"Berrueco, El",Madrid
Berzosa del Lozoya,Madrid
Boadilla del Monte,Madrid
"Boalo, El",Madrid
Braojos,Madrid
Brea de Tajo,Madrid
Brunete,Madrid
Buitrago del Lozoya,Madrid
Bustarviejo,Madrid
Cabanillas de la Sierra,Madrid
"Cabrera, La",Madrid
Cadalso de los Vidrios,Madrid
Camarma de Esteruelas,Madrid
Campo Real,Madrid
Canencia,Madrid
Carabaña,Madrid
Casarrubuelos,Madrid
Cenicientos,Madrid
Cercedilla,Madrid
Cervera de Buitrago,Madrid
Chapinería,Madrid
Chinchón,Madrid
Ciempozuelos,Madrid
Cobeña,Madrid
Collado Mediano,Madrid
Collado Villalba,Madrid
Colmenar de Oreja,Madrid
Colmenar del Arroyo,Madrid
Colmenar Viejo,Madrid
Colmenarejo,Madrid
Corpa,Madrid
Coslada,Madrid
Cubas de la Sagra,Madrid
Daganzo de Arriba,Madrid
"Escorial, El",Madrid
Estremera,Madrid
Fresnedillas de la Oliva,Madrid
Fresno de Torote,Madrid
Fuenlabrada,Madrid
Fuente el Saz de Jarama,Madrid
Fuentidueña de Tajo,Madrid
Galapagar,Madrid
Garganta de los Montes,Madrid
Gargantilla del Lozoya y Pinilla de Buitrago,Madrid
Gascones,Madrid
Getafe,Madrid
Griñón,Madrid
Guadalix de la Sierra,Madrid
Guadarrama,Madrid
"Hiruela, La",Madrid
Horcajo de la Sierra-Aoslos,Madrid
Horcajuelo de la Sierra,Madrid
Hoyo de Manzanares,Madrid
Humanes de Madrid,Madrid
Leganés,Madrid
Loeches,Madrid
Lozoya,Madrid
Lozoyuela-Navas-Sieteiglesias,Madrid
Madarcos,Madrid
Madrid,Madrid
Majadahonda,Madrid
Manzanares el Real,Madrid
Meco,Madrid
Mejorada del Campo,Madrid
Miraflores de la Sierra,Madrid
"Molar, El",Madrid
"Molinos, Los",Madrid
Montejo de la Sierra,Madrid
Moraleja de Enmedio,Madrid
Moralzarzal,Madrid
Morata de Tajuña,Madrid
Móstoles,Madrid
Navacerrada,Madrid
Navalafuente,Madrid
Navalagamella,Madrid
Navalcarnero,Madrid
Navarredonda y San Mamés,Madrid
Navas del Rey,Madrid
Nuevo Baztán,Madrid
Olmeda de las Fuentes,Madrid
Orusco de Tajuña,Madrid
Paracuellos de Jarama,Madrid
Parla,Madrid
Patones,Madrid
Pedrezuela,Madrid
Pelayos de la Presa,Madrid
Perales de Tajuña,Madrid
Pezuela de las Torres,Madrid
Pinilla del Valle,Madrid
Pinto,Madrid
Piñuécar-Gandullas,Madrid
Pozuelo de Alarcón,Madrid
Pozuelo del Rey,Madrid
Prádena del Rincón,Madrid
Puebla de la Sierra,Madrid
Puentes Viejas,Madrid
Quijorna,Madrid
Rascafría,Madrid
Redueña,Madrid
Ribatejada,Madrid
Rivas-Vaciamadrid,Madrid
Robledillo de la Jara,Madrid
Robledo de Chavela,Madrid
Robregordo,Madrid
"Rozas de Madrid, Las",Madrid
Rozas de Puerto Real,Madrid
San Agustín del Guadalix,Madrid
San Fernando de Henares,Madrid
San Lorenzo de El Escorial,Madrid
San Martín de la Vega,Madrid
San Martín de Valdeiglesias,Madrid
San Sebastián de los Reyes,Madrid
Santa María de la Alameda,Madrid
Santorcaz,Madrid
"Santos de la Humosa, Los",Madrid
"Serna del Monte, La",Madrid
Serranillos del Valle,Madrid
Sevilla la Nueva,Madrid
Somosierra,Madrid
Soto del Real,Madrid
Talamanca de Jarama,Madrid
Tielmes,Madrid
Titulcia,Madrid
Torrejón de Ardoz,Madrid
Torrejón de la Calzada,Madrid
Torrejón de Velasco,Madrid
Torrelaguna,Madrid
Torrelodones,Madrid
Torremocha de Jarama,Madrid
Torres de la Alameda,Madrid
Tres Cantos,Madrid
Valdaracete,Madrid
Valdeavero,Madrid
Valdelaguna,Madrid
Valdemanco,Madrid
Valdemaqueda,Madrid
Valdemorillo,Madrid
Valdemoro,Madrid
Valdeolmos-Alalpardo,Madrid
Valdepiélagos,Madrid
Valdetorres de Jarama,Madrid
Valdilecha,Madrid
Valverde de Alcalá,Madrid
Velilla de San Antonio,Madrid
"Vellón, El",Madrid
Venturada,Madrid
Villa del Prado,Madrid
Villaconejos,Madrid
Villalbilla,Madrid
Villamanrique de Tajo,Madrid
Villamanta,Madrid
Villamantilla,Madrid
Villanueva de la Cañada,Madrid
Villanueva de Perales,Madrid
Villanueva del Pardillo,Madrid
Villar del Olmo,Madrid
Villarejo de Salvanés,Madrid
Villaviciosa de Odón,Madrid
Villavieja del Lozoya,Madrid
Zarzalejo,Madrid
Alameda,Málaga
Alcaucín,Málaga
Alfarnate,Málaga
Alfarnatejo,Málaga
Algarrobo,Málaga
Algatocín,Málaga
Alhaurín de la Torre,Málaga
Alhaurín el Grande,Málaga
Almáchar,Málaga
Almargen,Málaga
Almogía,Málaga
Álora,Málaga
Alozaina,Málaga
Alpandeire,Málaga
Antequera,Málaga
Árchez,Málaga
Archidona,Málaga
Ardales,Málaga
Arenas,Málaga
Arriate,Málaga
Atajate,Málaga
Benadalid,Málaga
Benahavís,Málaga
Benalauría,Málaga
Benalmádena,Málaga
Benamargosa,Málaga
Benamocarra,Málaga
Benaoján,Málaga
Benarrabá,Málaga
"Borge, El",Málaga
"Burgo, El",Málaga
Campillos,Málaga
Canillas de Aceituno,Málaga
Canillas de Albaida,Málaga
Cañete la Real,Málaga
Carratraca,Málaga
Cartajima,Málaga
Cártama,Málaga
Casabermeja,Málaga
Casarabonela,Málaga
Casares,Málaga
Coín,Málaga
Colmenar,Málaga
Comares,Málaga
Cómpeta,Málaga
Cortes de la Frontera,Málaga
Cuevas Bajas,Málaga
Cuevas de San Marcos,Málaga
Cuevas del Becerro,Málaga
Cútar,Málaga
Estepona,Málaga
Faraján,Málaga
Frigiliana,Málaga
Fuengirola,Málaga
Fuente de Piedra,Málaga
Gaucín,Málaga
Genalguacil,Málaga
Guaro,Málaga
Humilladero,Málaga
Igualeja,Málaga
Istán,Málaga
Iznate,Málaga
Jimera de Líbar,Málaga
Jubrique,Málaga
Júzcar,Málaga
Macharaviaya,Málaga
Málaga,Málaga
Manilva,Málaga
Marbella,Málaga
Mijas,Málaga
Moclinejo,Málaga
Mollina,Málaga
Monda,Málaga
Montejaque,Málaga
Nerja,Málaga
Ojén,Málaga
Parauta,Málaga
Periana,Málaga
Pizarra,Málaga
Pujerra,Málaga
Rincón de la Victoria,Málaga
Riogordo,Málaga
Ronda,Málaga
Salares,Málaga
Sayalonga,Málaga
Sedella,Málaga
Sierra de Yeguas,Málaga
Teba,Málaga
Tolox,Málaga
Torremolinos,Málaga
Torrox,Málaga
Totalán,Málaga
Valle de Abdalajís,Málaga
Vélez-Málaga,Málaga
Villanueva de Algaidas,Málaga
Villanueva de la Concepción,Málaga
Villanueva de Tapia,Málaga
Villanueva del Rosario,Málaga
Villanueva del Trabuco,Málaga
Viñuela,Málaga
Yunquera,Málaga
Melilla,Melilla
Abanilla,Murcia
Abarán,Murcia
Águilas,Murcia
Albudeite,Murcia
Alcantarilla,Murcia
"Alcázares, Los",Murcia
Aledo,Murcia
Alguazas,Murcia
Alhama de Murcia,Murcia
Archena,Murcia
Beniel,Murcia
Blanca,Murcia
Bullas,Murcia
Calasparra,Murcia
Campos del Río,Murcia
Caravaca de la Cruz,Murcia
Cartagena,Murcia
Cehegín,Murcia
Ceutí,Murcia
Cieza,Murcia
Fortuna,Murcia
Fuente Álamo de Murcia,Murcia
Jumilla,Murcia
Librilla,Murcia
Lorca,Murcia
Lorquí,Murcia
Mazarrón,Murcia
Molina de Segura,Murcia
Moratalla,Murcia
Mula,Murcia
Murcia,Murcia
Ojós,Murcia
Pliego,Murcia
Puerto Lumbreras,Murcia
Ricote,Murcia
San Javier,Murcia
San Pedro del Pinatar,Murcia
Santomera,Murcia
Torre-Pacheco,Murcia
"Torres de Cotillas, Las",Murcia
Totana,Murcia
Ulea,Murcia
"Unión, La",Murcia
Villanueva del Río Segura,Murcia
Yecla,Murcia
Abáigar,Navarra
Abárzuza,Navarra
Abaurregaina/Abaurrea Alta,Navarra
Abaurrepea/Abaurrea Baja,Navarra
Aberin,Navarra
Ablitas,Navarra
Adiós,Navarra
Aguilar de Codés,Navarra
Aibar/Oibar,Navarra
Allín,Navarra
Allo,Navarra
Altsasu/Alsasua,Navarra
Améscoa Baja,Navarra
Ancín/Antzin,Navarra
Andosilla,Navarra
Ansoáin/Antsoain,Navarra
Anue,Navarra
Añorbe,Navarra
Aoiz/Agoitz,Navarra
Araitz,Navarra
Arakil,Navarra
Aranarache/Aranaratxe,Navarra
Aranguren,Navarra
Arano,Navarra
Arantza,Navarra
Aras,Navarra
Arbizu,Navarra
Arce/Artzi,Navarra
"Arcos, Los",Navarra
Arellano,Navarra
Areso,Navarra
Arguedas,Navarra
Aria,Navarra
Aribe,Navarra
Armañanzas,Navarra
Arróniz,Navarra
Arruazu,Navarra
Artajona,Navarra
Artazu,Navarra
Atez,Navarra
Auritz/Burguete,Navarra
Ayegui/Aiegi,Navarra
Azagra,Navarra
Azuelo,Navarra
Bakaiku,Navarra
Barañain,Navarra
Barásoain,Navarra
Barbarin,Navarra
Bargota,Navarra
Barillas,Navarra
Basaburua,Navarra
Baztan,Navarra
Beintza-Labaien,Navarra
Beire,Navarra
Belascoáin,Navarra
Bera,Navarra
Berbinzana,Navarra
Beriáin,Navarra
Berrioplano,Navarra
Berriozar,Navarra
Bertizarana,Navarra
Betelu,Navarra
Bidaurreta,Navarra
Biurrun-Olcoz,Navarra
Buñuel,Navarra
Burgui/Burgi,Navarra
Burlada/Burlata,Navarra
"Busto, El",Navarra
Cabanillas,Navarra
Cabredo,Navarra
Cadreita,Navarra
Caparroso,Navarra
Cárcar,Navarra
Carcastillo,Navarra
Cascante,Navarra
Cáseda,Navarra
Castejón,Navarra
Castillonuevo,Navarra
Cendea de Olza/Oltza Zendea,Navarra
Cintruénigo,Navarra
Cirauqui/Zirauki,Navarra
Ciriza,Navarra
Cizur,Navarra
Corella,Navarra
Cortes,Navarra
Desojo,Navarra
Dicastillo,Navarra
Donamaria,Navarra
Doneztebe/Santesteban,Navarra
Echarri,Navarra
Egüés,Navarra
Elgorriaga,Navarra
Enériz/Eneritz,Navarra
Eratsun,Navarra
Ergoiena,Navarra
Erro,Navarra
Eslava,Navarra
Esparza de Salazar/Espartza Zaraitzu,Navarra
Espronceda,Navarra
Estella/Lizarra,Navarra
Esteribar,Navarra
Etayo,Navarra
Etxalar,Navarra
Etxarri-Aranatz,Navarra
Etxauri,Navarra
Eulate,Navarra
Ezcabarte,Navarra
Ezcároz/Ezkaroze,Navarra
Ezkurra,Navarra
Ezprogui,Navarra
Falces,Navarra
Fitero,Navarra
Fontellas,Navarra
Funes,Navarra
Fustiñana,Navarra
Galar,Navarra
Gallipienzo/Galipentzu,Navarra
Gallués/Galoze,Navarra
Garaioa,Navarra
Garde,Navarra
Garínoain,Navarra
Garralda,Navarra
Genevilla,Navarra
Goizueta,Navarra
Goñi,Navarra
Güesa/Gorza,Navarra
Guesálaz/Gesalatz,Navarra
Guirguillano,Navarra
Hiriberri/Villanueva de Aezkoa,Navarra
Huarte/Uharte,Navarra
Ibargoiti,Navarra
Igantzi,Navarra
Igúzquiza,Navarra
Imotz,Navarra
Irañeta,Navarra
Irurtzun,Navarra
Isaba/Izaba,Navarra
Ituren,Navarra
Iturmendi,Navarra
Iza/Itza,Navarra
Izagaondoa,Navarra
Izalzu/Itzaltzu,Navarra
Jaurrieta,Navarra
Javier,Navarra
Juslapeña,Navarra
Lakuntza,Navarra
Lana,Navarra
Lantz,Navarra
Lapoblación,Navarra
Larraga,Navarra
Larraona,Navarra
Larraun,Navarra
Lazagurría,Navarra
Leache,Navarra
Legarda,Navarra
Legaria,Navarra
Leitza,Navarra
Lekunberri,Navarra
Leoz/Leotz,Navarra
Lerga,Navarra
Lerín,Navarra
Lesaka,Navarra
Lezáun,Navarra
Liédena,Navarra
Lizoáin-Arriasgoiti,Navarra
Lodosa,Navarra
Lónguida/Longida,Navarra
Lumbier,Navarra
Luquin,Navarra
Luzaide/Valcarlos,Navarra
Mañeru,Navarra
Marañón,Navarra
Marcilla,Navarra
Mélida,Navarra
Mendavia,Navarra
Mendaza,Navarra
Mendigorría,Navarra
Metauten,Navarra
Milagro,Navarra
Mirafuentes,Navarra
Miranda de Arga,Navarra
Monreal,Navarra
Monteagudo,Navarra
Morentin,Navarra
Mues,Navarra
Murchante,Navarra
Murieta,Navarra
Murillo el Cuende,Navarra
Murillo el Fruto,Navarra
Muruzábal,Navarra
Navascués,Navarra
Nazar,Navarra
Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra
Obanos,Navarra
Ochagavía/Otsagabia,Navarra
Oco,Navarra
Odieta,Navarra
Oitz,Navarra
Olaibar,Navarra
Olazti/Olazagutía,Navarra
Olejua,Navarra
Olite/Erriberri,Navarra
Ollo,Navarra
Olóriz/Oloritz,Navarra
Orbaitzeta,Navarra
Orbara,Navarra
Orísoain,Navarra
Orkoien,Navarra
Oronz/Orontze,Navarra
Oroz-Betelu/Orotz-Betelu,Navarra
Orreaga/Roncesvalles,Navarra
Oteiza,Navarra
Pamplona/Iruña,Navarra
Peralta/Azkoien,Navarra
Petilla de Aragón,Navarra
Piedramillera,Navarra
Pitillas,Navarra
Puente la Reina/Gares,Navarra
Pueyo,Navarra
Ribaforada,Navarra
Romanzado,Navarra
Roncal/Erronkari,Navarra
Sada,Navarra
Saldías,Navarra
Salinas de Oro/Jaitz,Navarra
San Adrián,Navarra
San Martín de Unx,Navarra
Sangüesa/Zangoza,Navarra
Sansol,Navarra
Santacara,Navarra
Sarriés/Sartze,Navarra
Sartaguda,Navarra
Sesma,Navarra
Sorlada,Navarra
Sunbilla,Navarra
Tafalla,Navarra
Tiebas-Muruarte de Reta,Navarra
Tirapu,Navarra
Torralba del Río,Navarra
Torres del Río,Navarra
Tudela,Navarra
Tulebras,Navarra
Ucar,Navarra
Uharte-Arakil,Navarra
Ujué,Navarra
Ultzama,Navarra
Unciti,Navarra
Unzué,Navarra
Urdazubi/Urdax,Navarra
Urdiain,Navarra
Urraul Alto,Navarra
Urraul Bajo,Navarra
Urrotz,Navarra
Urroz-Villa,Navarra
Urzainqui/Urzainki,Navarra
Uterga,Navarra
Uztárroz/Uztarroze,Navarra
Valle de Yerri/Deierri,Navarra
Valtierra,Navarra
Viana,Navarra
Vidángoz/Bidankoze,Navarra
Villafranca,Navarra
Villamayor de Monjardín,Navarra
Villatuerta,Navarra
Villava/Atarrabia,Navarra
Yesa,Navarra
Zabalza/Zabaltza,Navarra
Ziordia,Navarra
Zizur Mayor/Zizur Nagusia,Navarra
Zubieta,Navarra
Zugarramurdi,Navarra
Zúñiga,Navarra
Allariz,Ourense
Amoeiro,Ourense
"Arnoia, A",Ourense
Avión,Ourense
Baltar,Ourense
Bande,Ourense
Baños de Molgas,Ourense
Barbadás,Ourense
"Barco de Valdeorras, O",Ourense
Beade,Ourense
Beariz,Ourense
"Blancos, Os",Ourense
Boborás,Ourense
"Bola, A",Ourense
"Bolo, O",Ourense
Calvos de Randín,Ourense
Carballeda de Avia,Ourense
Carballeda de Valdeorras,Ourense
"Carballiño, O",Ourense
Cartelle,Ourense
Castrelo de Miño,Ourense
Castrelo do Val,Ourense
Castro Caldelas,Ourense
Celanova,Ourense
Cenlle,Ourense
Chandrexa de Queixa,Ourense
Coles,Ourense
Cortegada,Ourense
Cualedro,Ourense
Entrimo,Ourense
Esgos,Ourense
Gomesende,Ourense
"Gudiña, A",Ourense
"Irixo, O",Ourense
Larouco,Ourense
Laza,Ourense
Leiro,Ourense
Lobeira,Ourense
Lobios,Ourense
Maceda,Ourense
Manzaneda,Ourense
Maside,Ourense
Melón,Ourense
"Merca, A",Ourense
"Mezquita, A",Ourense
Montederramo,Ourense
Monterrei,Ourense
Muíños,Ourense
Nogueira de Ramuín,Ourense
Oímbra,Ourense
Ourense,Ourense
Paderne de Allariz,Ourense
Padrenda,Ourense
Parada de Sil,Ourense
